5.242;5.401;5.559;5.718;5.876;6.035;6.194;6.353;6.512;6.671;6.831;6.990;7.150;7.309;7.469;7.629;7.788;7.948;8.108;8.269;8.429;8.589;8.749;8.910;9.071;9.231;9.392;9.553;9.714;9.875;10.036;10.197;10.358;10.519;10.681;10.842;11.003;11.165;11.327;11.488;11.650;11.812;11.974;12.136;12.298;12.460;12.622;12.784;12.946;13.108;13.271;13.433;13.596;13.758;13.920;14.083;14.246;14.408;14.571;14.734;14.896;15.059;15.222;15.385;15.548;15.711;15.874;16.037;16.200;16.363;16.526;16.689;16.852;17.015;17.178;17.341;17.504;17.668;17.831;17.994;18.157;18.320;18.484;18.647;18.810;18.973;19.137;19.300;19.463;19.627;19.790;19.953;20.116;20.280;20.443;20.606;20.769;20.932;21.096;21.259;21.422;21.585;21.748;21.911;22.074;22.237;22.400;22.563;22.726;22.889;23.052;23.215;23.378;23.541;23.704;23.866;24.029;24.192;24.354;24.517;24.680;24.842;25.004;25.167;25.329;25.492;25.654;25.816;25.978;26.140;26.302;26.464;26.626;26.788;26.950;27.112;27.273;27.435;27.597;27.758;27.919;28.081;28.242;28.403;28.564;28.725;28.886;29.047;29.208;29.369;29.529;29.690;29.851;30.011;30.171;30.331;30.492;30.652;30.812;30.971;31.131;31.291;31.450;31.610;31.769;31.929;32.088;32.247;32.406
5.214;5.373;5.532;5.691;5.850;6.009;6.168;6.327;6.486;6.646;6.806;6.965;7.125;7.285;7.445;7.605;7.765;7.925;8.086;8.246;8.407;8.567;8.728;8.889;9.050;9.211;9.372;9.533;9.694;9.856;10.017;10.178;10.340;10.501;10.663;10.825;10.987;11.149;11.310;11.472;11.635;11.797;11.959;12.121;12.283;12.446;12.608;12.771;12.933;13.096;13.258;13.421;13.584;13.747;13.910;14.072;14.235;14.398;14.561;14.724;14.887;15.051;15.214;15.377;15.540;15.703;15.867;16.030;16.193;16.357;16.520;16.683;16.847;17.010;17.174;17.337;17.501;17.664;17.828;17.991;18.155;18.318;18.482;18.646;18.809;18.973;19.136;19.300;19.464;19.627;19.791;19.954;20.118;20.282;20.445;20.609;20.772;20.936;21.099;21.263;21.426;21.590;21.753;21.917;22.080;22.243;22.407;22.570;22.733;22.897;23.060;23.223;23.386;23.549;23.713;23.876;24.039;24.202;24.365;24.528;24.690;24.853;25.016;25.179;25.342;25.504;25.667;25.829;25.992;26.154;26.317;26.479;26.641;26.803;26.965;27.128;27.290;27.451;27.613;27.775;27.937;28.099;28.260;28.422;28.583;28.744;28.906;29.067;29.228;29.389;29.550;29.711;29.872;30.033;30.193;30.354;30.514;30.675;30.835;30.995;31.155;31.315;31.475;31.635;31.794;31.954;32.114;32.273;32.432
5.186;5.345;5.504;5.663;5.823;5.982;6.141;6.301;6.461;6.620;6.780;6.940;7.101;7.261;7.421;7.581;7.742;7.902;8.063;8.224;8.385;8.546;8.707;8.868;9.029;9.190;9.352;9.513;9.675;9.836;9.998;10.160;10.322;10.484;10.646;10.808;10.970;11.132;11.294;11.457;11.619;11.781;11.944;12.106;12.269;12.432;12.595;12.757;12.920;13.083;13.246;13.409;13.572;13.735;13.899;14.062;14.225;14.388;14.552;14.715;14.878;15.042;15.205;15.369;15.532;15.696;15.860;16.023;16.187;16.351;16.514;16.678;16.842;17.006;17.169;17.333;17.497;17.661;17.825;17.989;18.153;18.316;18.480;18.644;18.808;18.972;19.136;19.300;19.464;19.628;19.792;19.956;20.120;20.284;20.447;20.611;20.775;20.939;21.103;21.267;21.431;21.594;21.758;21.922;22.086;22.249;22.413;22.577;22.740;22.904;23.068;23.231;23.395;23.558;23.722;23.885;24.048;24.212;24.375;24.538;24.701;24.865;25.028;25.191;25.354;25.517;25.680;25.843;26.005;26.168;26.331;26.494;26.656;26.819;26.981;27.143;27.306;27.468;27.630;27.792;27.954;28.116;28.278;28.440;28.602;28.764;28.925;29.087;29.248;29.410;29.571;29.732;29.893;30.054;30.215;30.376;30.537;30.698;30.858;31.019;31.179;31.339;31.499;31.660;31.820;31.979;32.139;32.299;32.459
5.158;5.317;5.476;5.636;5.795;5.955;6.115;6.275;6.435;6.595;6.755;6.915;7.076;7.236;7.397;7.558;7.719;7.879;8.040;8.202;8.363;8.524;8.685;8.847;9.008;9.170;9.332;9.493;9.655;9.817;9.979;10.141;10.303;10.466;10.628;10.790;10.953;11.115;11.278;11.441;11.603;11.766;11.929;12.092;12.255;12.418;12.581;12.744;12.907;13.070;13.234;13.397;13.561;13.724;13.887;14.051;14.215;14.378;14.542;14.706;14.869;15.033;15.197;15.361;15.525;15.689;15.853;16.017;16.181;16.345;16.509;16.673;16.837;17.001;17.165;17.329;17.493;17.658;17.822;17.986;18.150;18.314;18.479;18.643;18.807;18.971;19.136;19.300;19.464;19.629;19.793;19.957;20.121;20.286;20.450;20.614;20.778;20.942;21.107;21.271;21.435;21.599;21.763;21.927;22.091;22.255;22.419;22.583;22.747;22.911;23.075;23.239;23.403;23.567;23.731;23.894;24.058;24.222;24.385;24.549;24.713;24.876;25.039;25.203;25.366;25.530;25.693;25.856;26.019;26.182;26.345;26.508;26.671;26.834;26.997;27.159;27.322;27.485;27.647;27.810;27.972;28.134;28.297;28.459;28.621;28.783;28.945;29.107;29.268;29.430;29.592;29.753;29.915;30.076;30.237;30.398;30.560;30.721;30.881;31.042;31.203;31.364;31.524;31.685;31.845;32.005;32.165;32.325;32.485
5.129;5.289;5.448;5.608;5.768;5.928;6.088;6.248;6.409;6.569;6.730;6.890;7.051;7.212;7.373;7.534;7.695;7.856;8.018;8.179;8.340;8.502;8.664;8.825;8.987;9.149;9.311;9.473;9.636;9.798;9.960;10.123;10.285;10.448;10.610;10.773;10.936;11.099;11.262;11.424;11.588;11.751;11.914;12.077;12.240;12.404;12.567;12.731;12.894;13.058;13.221;13.385;13.549;13.713;13.876;14.040;14.204;14.368;14.532;14.696;14.860;15.024;15.189;15.353;15.517;15.681;15.845;16.010;16.174;16.338;16.503;16.667;16.832;16.996;17.161;17.325;17.490;17.654;17.819;17.983;18.148;18.312;18.477;18.642;18.806;18.971;19.135;19.300;19.465;19.629;19.794;19.958;20.123;20.288;20.452;20.617;20.781;20.946;21.110;21.275;21.439;21.604;21.768;21.933;22.097;22.262;22.426;22.590;22.755;22.919;23.083;23.247;23.411;23.576;23.740;23.904;24.068;24.232;24.396;24.560;24.724;24.887;25.051;25.215;25.379;25.542;25.706;25.869;26.033;26.196;26.360;26.523;26.686;26.849;27.012;27.176;27.338;27.501;27.664;27.827;27.990;28.152;28.315;28.477;28.640;28.802;28.964;29.127;29.289;29.451;29.613;29.775;29.936;30.098;30.260;30.421;30.582;30.744;30.905;31.066;31.227;31.388;31.549;31.710;31.870;32.031;32.191;32.352;32.512
5.101;5.261;5.421;5.581;5.741;5.901;6.062;6.222;6.383;6.543;6.704;6.865;7.026;7.187;7.349;7.510;7.671;7.833;7.995;8.156;8.318;8.480;8.642;8.804;8.966;9.129;9.291;9.453;9.616;9.778;9.941;10.104;10.267;10.430;10.592;10.756;10.919;11.082;11.245;11.408;11.572;11.735;11.899;12.062;12.226;12.390;12.553;12.717;12.881;13.045;13.209;13.373;13.537;13.701;13.865;14.029;14.194;14.358;14.522;14.687;14.851;15.016;15.180;15.345;15.509;15.674;15.838;16.003;16.168;16.332;16.497;16.662;16.827;16.991;17.156;17.321;17.486;17.651;17.816;17.981;18.145;18.310;18.475;18.640;18.805;18.970;19.135;19.300;19.465;19.630;19.795;19.960;20.125;20.290;20.455;20.619;20.784;20.949;21.114;21.279;21.444;21.609;21.773;21.938;22.103;22.268;22.432;22.597;22.762;22.926;23.091;23.255;23.420;23.584;23.749;23.913;24.078;24.242;24.406;24.571;24.735;24.899;25.063;25.227;25.391;25.555;25.719;25.883;26.047;26.210;26.374;26.538;26.701;26.865;27.028;27.192;27.355;27.518;27.681;27.844;28.008;28.170;28.333;28.496;28.659;28.822;28.984;29.147;29.309;29.471;29.634;29.796;29.958;30.120;30.282;30.444;30.605;30.767;30.929;31.090;31.251;31.413;31.574;31.735;31.896;32.057;32.217;32.378;32.538
5.072;5.232;5.392;5.553;5.713;5.874;6.035;6.196;6.357;6.518;6.679;6.840;7.001;7.163;7.324;7.486;7.648;7.810;7.972;8.134;8.296;8.458;8.620;8.783;8.945;9.108;9.270;9.433;9.596;9.759;9.922;10.085;10.248;10.411;10.575;10.738;10.901;11.065;11.229;11.392;11.556;11.720;11.884;12.047;12.211;12.375;12.539;12.704;12.868;13.032;13.196;13.361;13.525;13.690;13.854;14.019;14.183;14.348;14.512;14.677;14.842;15.007;15.172;15.336;15.501;15.666;15.831;15.996;16.161;16.326;16.491;16.656;16.822;16.987;17.152;17.317;17.482;17.647;17.813;17.978;18.143;18.308;18.474;18.639;18.804;18.969;19.135;19.300;19.465;19.631;19.796;19.961;20.126;20.292;20.457;20.622;20.787;20.953;21.118;21.283;21.448;21.613;21.778;21.944;22.109;22.274;22.439;22.604;22.769;22.934;23.099;23.264;23.428;23.593;23.758;23.923;24.088;24.252;24.417;24.581;24.746;24.910;25.075;25.239;25.404;25.568;25.732;25.896;26.061;26.225;26.389;26.553;26.716;26.880;27.044;27.208;27.371;27.535;27.699;27.862;28.025;28.189;28.352;28.515;28.678;28.841;29.004;29.167;29.330;29.492;29.655;29.817;29.980;30.142;30.304;30.466;30.628;30.790;30.952;31.114;31.276;31.437;31.599;31.760;31.921;32.082;32.243;32.404;32.565
5.043;5.204;5.364;5.525;5.686;5.847;6.008;6.169;6.330;6.492;6.653;6.815;6.976;7.138;7.300;7.462;7.624;7.786;7.948;8.111;8.273;8.436;8.599;8.761;8.924;9.087;9.250;9.413;9.576;9.739;9.903;10.066;10.230;10.393;10.557;10.720;10.884;11.048;11.212;11.376;11.540;11.704;11.868;12.032;12.197;12.361;12.526;12.690;12.855;13.019;13.184;13.348;13.513;13.678;13.843;14.008;14.173;14.338;14.503;14.668;14.833;14.998;15.163;15.328;15.493;15.659;15.824;15.989;16.155;16.320;16.486;16.651;16.816;16.982;17.147;17.313;17.478;17.644;17.810;17.975;18.141;18.306;18.472;18.638;18.803;18.969;19.134;19.300;19.466;19.631;19.797;19.962;20.128;20.294;20.459;20.625;20.790;20.956;21.122;21.287;21.453;21.618;21.784;21.949;22.114;22.280;22.445;22.611;22.776;22.941;23.107;23.272;23.437;23.602;23.767;23.932;24.097;24.262;24.427;24.592;24.757;24.922;25.087;25.252;25.416;25.581;25.745;25.910;26.074;26.239;26.403;26.568;26.732;26.896;27.060;27.224;27.388;27.552;27.716;27.880;28.043;28.207;28.370;28.534;28.697;28.861;29.024;29.187;29.350;29.513;29.676;29.839;30.001;30.164;30.327;30.489;30.652;30.814;30.976;31.138;31.300;31.462;31.624;31.785;31.947;32.108;32.270;32.431;32.592
5.014;5.175;5.336;5.497;5.658;5.819;5.981;6.142;6.304;6.465;6.627;6.789;6.951;7.113;7.275;7.438;7.600;7.763;7.925;8.088;8.251;8.414;8.577;8.740;8.903;9.066;9.229;9.393;9.556;9.720;9.883;10.047;10.211;10.375;10.539;10.703;10.867;11.031;11.195;11.360;11.524;11.688;11.853;12.018;12.182;12.347;12.512;12.676;12.841;13.006;13.171;13.336;13.501;13.666;13.832;13.997;14.162;14.327;14.493;14.658;14.824;14.989;15.154;15.320;15.486;15.651;15.817;15.983;16.148;16.314;16.480;16.645;16.811;16.977;17.143;17.309;17.475;17.641;17.806;17.972;18.138;18.304;18.470;18.636;18.802;18.968;19.134;19.300;19.466;19.632;19.798;19.964;20.130;20.296;20.462;20.628;20.794;20.959;21.125;21.291;21.457;21.623;21.789;21.955;22.120;22.286;22.452;22.617;22.783;22.949;23.114;23.280;23.446;23.611;23.776;23.942;24.107;24.273;24.438;24.603;24.768;24.934;25.099;25.264;25.429;25.594;25.759;25.924;26.088;26.253;26.418;26.582;26.747;26.912;27.076;27.240;27.405;27.569;27.733;27.897;28.061;28.225;28.389;28.553;28.717;28.880;29.044;29.207;29.371;29.534;29.697;29.860;30.023;30.186;30.349;30.512;30.675;30.837;31.000;31.162;31.325;31.487;31.649;31.811;31.973;32.135;32.296;32.458;32.619
4.985;5.146;5.308;5.469;5.630;5.792;5.954;6.115;6.277;6.439;6.601;6.764;6.926;7.088;7.251;7.414;7.576;7.739;7.902;8.065;8.228;8.391;8.555;8.718;8.881;9.045;9.209;9.372;9.536;9.700;9.864;10.028;10.192;10.356;10.521;10.685;10.850;11.014;11.179;11.343;11.508;11.673;11.838;12.002;12.167;12.332;12.498;12.663;12.828;12.993;13.158;13.324;13.489;13.655;13.820;13.986;14.151;14.317;14.483;14.648;14.814;14.980;15.146;15.312;15.478;15.644;15.810;15.976;16.142;16.308;16.474;16.640;16.806;16.972;17.138;17.305;17.471;17.637;17.803;17.970;18.136;18.302;18.468;18.635;18.801;18.967;19.134;19.300;19.466;19.633;19.799;19.965;20.132;20.298;20.464;20.630;20.797;20.963;21.129;21.295;21.462;21.628;21.794;21.960;22.126;22.292;22.458;22.624;22.790;22.956;23.122;23.288;23.454;23.620;23.786;23.952;24.117;24.283;24.449;24.614;24.780;24.945;25.111;25.276;25.442;25.607;25.772;25.937;26.102;26.268;26.433;26.598;26.762;26.927;27.092;27.257;27.421;27.586;27.750;27.915;28.079;28.244;28.408;28.572;28.736;28.900;29.064;29.228;29.391;29.555;29.719;29.882;30.045;30.209;30.372;30.535;30.698;30.861;31.024;31.186;31.349;31.512;31.674;31.836;31.999;32.161;32.323;32.485;32.646
